a,b,c,content
0.970090612989445,1.69408568365952,0.0831570896748014,1
1.07703266952791,0.761736022767902,0.141935734332382,2
0.823871768367514,0.0431103979674822,0.109461945266633,3
1.04008908524994,0.795755595377319,0.195769473809642,2
0.874100539339066,-0.660585011730867,0.138030614943711,1
0.878460947171034,1.10529332163278,0.0785633458437847,1
0.968383965837575,0.748323347770735,0.200278006040416,3
1.21476916592354,-0.352352690808597,0.0976116755001542,2
0.807881344874295,0.075935700440225,0.0589724069386598,3
1.16102857752925,0.551157795048171,0.0514762690541323,3
1.0170710115445,-1.2755739131228,0.135609317036995,2
1.31690262778735,-0.859496152324421,0.154153876587523,3
1.21184272106923,0.289765226366575,0.0428927735428507,3
0.918330636898783,0.593650510419204,0.128688849205819,1
1.37587123129506,-0.813778597277644,0.0787360364849207,2
0.988515475132745,-0.643925849880519,0.111455134565779,1
1.32451752957067,3.05402852513986,0.0866320432605266,2
0.99628665788583,0.422417404648519,0.0520111707366671,2
1.11216551046041,-0.84217367531098,0.0875831825275236,1
0.907144495070532,0.28614191479172,0.15043366352626,2
1.11440052817399,0.528135128254444,0.111464595612289,2
1.2949996117858,-0.0714155480786491,0.163862411561237,1
0.802591411707578,0.393394433865236,0.0643653693026542,2
0.973532192756173,-0.778116875476122,0.130672788048101,2
0.839608011643078,0.723152609442007,0.0624087487803436,3
0.848191880230152,0.634093814551119,0.099413298125271,2
1.14301708019403,0.576875741051559,0.235106416875845,2
1.07861468354238,0.498295519703532,0.100639218871835,2
0.921765537666314,-0.693593691024655,0.153143992355227,2
0.90169043492573,1.72673199513086,0.157343375685938,3
1.38123667210612,0.00501722502752573,0.103136997544408,2
0.909045347338038,-0.971213015882205,0.0914687688484195,2
0.900755168517835,0.31748835375887,0.0867101849696872,1
0.868119961613896,-1.30114794064316,0.10865731772481,2
1.11203624140456,-0.682049148901953,0.0448095800602735,3
0.865833254520976,-0.286391532708794,0.0770799335998459,2
0.886500020300014,-1.1553604519661,0.0366556721314685,1
0.880764909757586,1.50729712491771,0.0961572193320742,3
1.0403192595354,-0.883655140568393,0.146669344750455,1
0.911962272594621,1.37907641867977,0.0814341798578241,3
1.20214820135527,-1.32486632898386,0.0759644139488828,3
1.10907690949408,-0.566278150390706,0.113085597404636,3
0.854747648785671,1.47330481271449,0.123761737420772,3
1.03816746188117,-0.400145460890239,0.151478247917782,2
1.2011111205799,-0.969574260010068,0.222409788982264,2
1.14319183894122,-0.46697675405576,0.110024909636364,3
1.03067824853324,-1.51965708607903,0.101137671589392,2
0.820308952013594,0.603125572456263,0.0657152972375845,1
1.20982831778853,-0.381028580889091,0.110164893071823,1
1.21705356053112,-0.847022007673536,0.0840649847084314,2
1.09145807651504,-0.555023334905214,0.102311835689174,2
1.46300053183774,-1.39707851705374,0.0782599678717424,3
1.14072036816846,-0.451783915599378,0.158215065902314,1
0.769717788025705,-0.14600223940509,0.124613558512015,3
0.774790601715396,-1.03349374455073,0.147165477167215,2
1.15875569786562,-0.172659514851973,0.045166869200309,2
0.872946540096652,-1.97552633282608,0.0736014396213273,3
1.16743491545608,0.468235802300808,0.110967142959236,1
0.882727298077552,-0.816226542482768,0.0425765543918938,2
1.17128802524401,-0.122982334941719,0.133295803650443,3
0.758446076719756,0.117305422526287,0.0301280238764915,1
1.02215405570514,1.32134013372526,0.112607622707442,2
1.07405029611496,-0.775085427838585,0.155328654520663,3
1.10766795803736,1.33607750891071,0.116067580708186,2
0.99682926026222,-0.532909309867273,0.115131283559675,3
1.08010035617893,0.774394854275276,0.0949841650936084,3
0.879057334493549,-1.93314522874208,0.141451763022469,1
0.951214168492891,0.216444675375433,0.0662945948826087,2
0.87880905715751,-0.0414951155451541,0.101973933772527,1
0.881223317804574,-1.10021887842853,0.033885626862186,2
0.825751192039114,0.417869025350675,0.0711539383893844,3
0.950567639874586,0.571406267373294,0.146629009571677,2
1.06548347132511,-0.207227717616629,0.141861323905502,2
1.02734016634341,1.91210115723453,0.0776106234699659,1
0.996762699358894,-1.08999186668936,0.0778109508195971,3
0.956138850363482,0.0524756764569754,0.0646735257410564,1
1.07690510426896,0.187536462648346,0.0555774114935314,3
1.07274333821987,0.679048856697905,0.110304262482664,3
1.32866598162679,0.923777493802964,0.0612619982375025,3
0.70961919198633,-1.11757534701193,0.172098764604738,3
1.10739937916966,-0.452477309055166,0.101692282647909,1
1.06566226241904,1.69863933956839,0.0684981552389852,1
0.923552014257563,-0.0834963918930468,0.0985772910897975,2
1.11608199168556,-1.46605573927462,0.11368461274886,3
1.06107884018868,0.635676915772289,0.107218635778517,1
0.940237222342899,-1.62783390808187,0.114276167153956,3
0.783504348983838,-1.44880509655263,0.127582251355259,1
1.13541127053664,1.73434038220432,0.0617196598494165,3
1.03427624045206,0.874812655611651,0.0653574070477171,1
0.879899384045504,-0.693596464680074,0.0606487061845211,2
0.907267724463131,-2.46361894726143,0.0236846117637137,2
1.03320931531853,1.76798349248942,0.0539153582241214,3
0.934614510999757,0.0618770849597243,0.0811776820717923,1
1.16749770805072,0.165989038900979,0.0763915143427738,1
1.26542087774167,1.65395414296591,0.0818691731226952,2
1.07999121280924,-1.09590187310051,0.0766306194403688,2
0.940537404445728,-1.05487369635905,0.11177286610838,2
0.903824609366193,0.0745296243420234,0.0900557836167725,3
1.13928946551377,-0.0494361079808947,0.0789945202602119,2
1.0434050426058,0.812539453843504,0.110710340006809,1
1.02213295168436,-0.533967880479897,0.0794164244096092,3
0.958907728175705,-0.500441467322618,0.0696915948624763,1
1.2322008860023,0.245994005366452,0.0891378507304429,1
0.908459906404283,-1.11648670748297,0.217099697071488,3
0.991457376883654,-0.732797440830552,0.0749769464625331,1
1.0265172738604,0.78622765259036,0.0969865728683525,3
0.860141696291482,-1.9739324092572,0.150123790311903,1
0.830420122675046,0.0226237463035231,0.0992738020993314,2
0.989520111605466,-0.942274994362595,0.0668237386168797,3
1.10348411407816,-0.771440347998188,0.102326566065579,2
1.15329924189266,-0.483976836476512,0.122346058407322,3
1.08151281173041,-0.0775110509815809,0.0477991513767241,2
1.20603979438026,-1.83782438188234,0.102757322629094,1
0.997707069948122,-0.441333066988692,0.0893028808690463,3
1.19934392828865,-0.482062706177455,0.0657736958199762,1
0.766408504792847,-0.0326722228206846,0.0407363355150083,3
0.841240134800748,-1.48666216210396,0.102245427314732,1
1.11019868957035,-1.11262581039199,0.169010694156465,3
0.884431783166776,1.05045649807392,0.0821757774627424,3
1.11431692552981,-0.131968146708275,0.131888568182588,3
1.06612212230838,0.054190838387461,0.119494922255491,2
